#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CTNNB1	ABL1	9606.ENSP00000344456	9606.ENSP00000361423	0	0	0	0	0.065	0.540	0.900	0.838	0.992
CTNNB1	PIK3R1	9606.ENSP00000344456	9606.ENSP00000428056	0	0	0	0	0	0.761	0.900	0.740	0.993
CTNNB1	RUNX3	9606.ENSP00000344456	9606.ENSP00000382800	0	0	0	0	0	0.270	0.600	0.984	0.995
CTNNB1	CDC42	9606.ENSP00000344456	9606.ENSP00000383118	0	0	0	0	0.064	0.119	0.900	0.954	0.995
CTNNB1	TNIK	9606.ENSP00000344456	9606.ENSP00000399511	0	0	0	0	0.062	0.502	0.900	0.925	0.996
CTNNB1	DVL1	9606.ENSP00000344456	9606.ENSP00000368169	0	0	0	0	0.062	0.745	0.900	0.992	0.999
CTNNB1	JUN	9606.ENSP00000344456	9606.ENSP00000360266	0	0	0	0	0	0.182	0.900	0.989	0.999
CTNNB1	YWHAZ	9606.ENSP00000344456	9606.ENSP00000379287	0	0	0	0	0.086	0.700	0.900	0.986	0.999
CTNNB1	SRC	9606.ENSP00000344456	9606.ENSP00000362680	0	0	0	0	0.060	0.711	0.900	0.981	0.999
CTNNB1	CTNNA2	9606.ENSP00000344456	9606.ENSP00000384638	0	0	0	0	0.163	0.888	0.900	0.991	0.999
CTNND2	VCL	9606.ENSP00000307134	9606.ENSP00000211998	0	0	0	0	0.108	0.157	0	0.402	0.511
CTNND2	CDH1	9606.ENSP00000307134	9606.ENSP00000261769	0	0	0	0	0.062	0.313	0	0.980	0.986
CTNND2	CDH11	9606.ENSP00000307134	9606.ENSP00000268603	0	0	0	0	0.062	0.163	0	0.375	0.467
CTNND2	EGFR	9606.ENSP00000307134	9606.ENSP00000275493	0	0	0	0	0	0.270	0	0.273	0.446
CTNND2	CTNNA1	9606.ENSP00000307134	9606.ENSP00000304669	0	0	0	0	0.344	0.265	0	0.627	0.804
CTNND2	SRC	9606.ENSP00000307134	9606.ENSP00000362680	0	0	0	0	0.062	0.102	0	0.345	0.400
CTNND2	OLFM3	9606.ENSP00000307134	9606.ENSP00000345192	0	0	0	0	0.313	0	0	0.166	0.403
CTNND2	CNTNAP2	9606.ENSP00000307134	9606.ENSP00000354778	0	0	0	0	0.170	0	0	0.312	0.405
CTNND2	CNTN1	9606.ENSP00000307134	9606.ENSP00000447006	0	0	0	0	0.202	0	0	0.298	0.416
CTNND2	NRXN3	9606.ENSP00000307134	9606.ENSP00000451648	0	0	0	0	0.156	0	0	0.341	0.420
CTNND2	FYN	9606.ENSP00000307134	9606.ENSP00000346671	0	0	0	0	0.062	0.263	0	0.253	0.439
CTNND2	KIF5A	9606.ENSP00000307134	9606.ENSP00000408979	0	0	0	0	0.314	0.064	0	0.196	0.439
CTNND2	CDH4	9606.ENSP00000307134	9606.ENSP00000484928	0	0	0	0	0.089	0.250	0	0.246	0.440
CTNND2	RASGRF1	9606.ENSP00000307134	9606.ENSP00000405963	0	0	0	0	0.120	0.116	0	0.339	0.441
CTNND2	CAMSAP3	9606.ENSP00000307134	9606.ENSP00000416797	0	0	0	0	0.078	0	0	0.431	0.453
CTNND2	SHANK2	9606.ENSP00000307134	9606.ENSP00000469689	0	0	0	0	0.119	0.102	0	0.367	0.455
CTNND2	NPTX1	9606.ENSP00000307134	9606.ENSP00000307549	0	0	0	0	0.117	0	0	0.409	0.456
CTNND2	ARHGAP35	9606.ENSP00000307134	9606.ENSP00000385720	0	0	0	0	0	0	0	0.456	0.456
CTNND2	SEMA5A	9606.ENSP00000307134	9606.ENSP00000371936	0	0	0	0	0.065	0	0	0.451	0.465
CTNND2	FEZ2	9606.ENSP00000307134	9606.ENSP00000368547	0	0	0	0	0.064	0	0	0.472	0.484
CTNND2	KIF5C	9606.ENSP00000307134	9606.ENSP00000393379	0	0	0	0	0.351	0.064	0	0.241	0.499
CTNND2	YWHAZ	9606.ENSP00000307134	9606.ENSP00000379287	0	0	0	0	0.042	0.104	0	0.491	0.525
CTNND2	OPCML	9606.ENSP00000307134	9606.ENSP00000330862	0	0	0	0	0.347	0.063	0	0.297	0.533
CTNND2	PLXNA2	9606.ENSP00000307134	9606.ENSP00000356000	0	0	0	0	0.128	0	0	0.489	0.535
CTNND2	NRXN1	9606.ENSP00000307134	9606.ENSP00000385142	0	0	0	0	0.347	0	0	0.369	0.570
CTNND2	GRIP1	9606.ENSP00000307134	9606.ENSP00000381098	0	0	0	0	0	0.056	0	0.568	0.575
CTNND2	CDC42	9606.ENSP00000307134	9606.ENSP00000383118	0	0	0	0	0	0.150	0	0.575	0.624
CTNND2	GSK3B	9606.ENSP00000307134	9606.ENSP00000324806	0	0	0	0	0.062	0.230	0	0.544	0.642
CTNND2	KIF3A	9606.ENSP00000307134	9606.ENSP00000385808	0	0	0	0	0.117	0.104	0	0.691	0.734
CTNND2	DLG4	9606.ENSP00000307134	9606.ENSP00000382428	0	0	0	0	0.117	0.058	0	0.721	0.748
CTNND2	RHOA	9606.ENSP00000307134	9606.ENSP00000400175	0	0	0	0	0	0.347	0	0.663	0.771
CTNND2	CTNNA2	9606.ENSP00000307134	9606.ENSP00000384638	0	0	0	0	0.461	0.265	0	0.693	0.868
CTNND2	CTNNB1	9606.ENSP00000307134	9606.ENSP00000344456	0	0	0	0	0.064	0.496	0	0.817	0.906
CTNND2	CTTN	9606.ENSP00000307134	9606.ENSP00000365745	0	0	0	0	0	0.270	0	0.945	0.958
CTNND2	PSEN1	9606.ENSP00000307134	9606.ENSP00000326366	0	0	0	0	0	0.462	0	0.988	0.993
CTTN	VCL	9606.ENSP00000365745	9606.ENSP00000211998	0	0	0	0	0.086	0	0	0.815	0.825
CTTN	LAMB1	9606.ENSP00000365745	9606.ENSP00000222399	0	0	0	0	0.148	0	0.900	0.180	0.924
CTTN	WASL	9606.ENSP00000365745	9606.ENSP00000223023	0	0	0	0	0.085	0.718	0	0.990	0.997
CTTN	NCK2	9606.ENSP00000365745	9606.ENSP00000233154	0	0	0	0	0	0.143	0	0.372	0.439
CTTN	VASP	9606.ENSP00000365745	9606.ENSP00000245932	0	0	0	0	0	0	0	0.707	0.708
CTTN	RAC2	9606.ENSP00000365745	9606.ENSP00000249071	0	0	0	0	0.062	0	0	0.481	0.493
CTTN	CDH1	9606.ENSP00000365745	9606.ENSP00000261769	0	0	0	0	0.064	0.097	0.900	0.815	0.982
CTTN	MAPK3	9606.ENSP00000365745	9606.ENSP00000263025	0	0	0	0	0.063	0.161	0	0.462	0.540
CTTN	LAMC2	9606.ENSP00000365745	9606.ENSP00000264144	0	0	0	0	0.076	0	0.900	0.047	0.904
CTTN	IQGAP1	9606.ENSP00000365745	9606.ENSP00000268182	0	0	0	0	0.062	0.151	0	0.809	0.835
CTTN	ERBB2	9606.ENSP00000365745	9606.ENSP00000269571	0	0	0	0	0.093	0	0	0.460	0.490
CTTN	EGFR	9606.ENSP00000365745	9606.ENSP00000275493	0	0	0	0	0.182	0.681	0	0.633	0.896
CTTN	PAK1	9606.ENSP00000365745	9606.ENSP00000278568	0	0	0	0	0.062	0.270	0.900	0.405	0.953
CTTN	EPHA4	9606.ENSP00000365745	9606.ENSP00000281821	0	0	0	0	0	0.066	0	0.578	0.589
CTTN	GJA1	9606.ENSP00000365745	9606.ENSP00000282561	0	0	0	0	0.102	0	0	0.943	0.947
CTTN	ITGA1	9606.ENSP00000365745	9606.ENSP00000282588	0	0	0	0	0	0	0.900	0.054	0.901
CTTN	TIAM1	9606.ENSP00000365745	9606.ENSP00000286827	0	0	0	0	0	0	0	0.475	0.475
CTTN	DBN1	9606.ENSP00000365745	9606.ENSP00000292385	0	0	0	0	0.098	0.129	0	0.605	0.663
CTTN	SHANK1	9606.ENSP00000365745	9606.ENSP00000293441	0	0	0	0	0	0.056	0	0.566	0.572
CTTN	CRK	9606.ENSP00000365745	9606.ENSP00000300574	0	0	0	0	0.062	0	0	0.503	0.514
CTTN	RAC3	9606.ENSP00000365745	9606.ENSP00000304283	0	0	0	0	0.062	0	0	0.455	0.467
CTTN	CTNNA1	9606.ENSP00000365745	9606.ENSP00000304669	0	0	0	0	0.088	0.129	0.900	0.285	0.935
CTTN	CTNND2	9606.ENSP00000365745	9606.ENSP00000307134	0	0	0	0	0	0.270	0	0.945	0.958
CTTN	CASP3	9606.ENSP00000365745	9606.ENSP00000311032	0	0	0	0	0	0.634	0	0.246	0.712
CTTN	PAK2	9606.ENSP00000365745	9606.ENSP00000314067	0	0	0	0	0.062	0.270	0.900	0.141	0.933
CTTN	BAIAP2	9606.ENSP00000365745	9606.ENSP00000316338	0	0	0	0	0.062	0	0	0.562	0.572
CTTN	RAPH1	9606.ENSP00000365745	9606.ENSP00000316543	0	0	0	0	0.096	0	0	0.363	0.400
CTTN	NEXN	9606.ENSP00000365745	9606.ENSP00000333938	0	0	0	0	0	0	0	0.783	0.783
CTTN	HDAC6	9606.ENSP00000365745	9606.ENSP00000334061	0	0	0	0	0	0.675	0	0.943	0.980
CTTN	HSP90AA1	9606.ENSP00000365745	9606.ENSP00000335153	0	0	0	0	0.062	0	0	0.522	0.532
CTTN	RHOG	9606.ENSP00000365745	9606.ENSP00000339467	0	0	0	0	0	0	0	0.465	0.465
CTTN	PTPN11	9606.ENSP00000365745	9606.ENSP00000340944	0	0	0	0	0.062	0.076	0	0.412	0.446
CTTN	PTN	9606.ENSP00000365745	9606.ENSP00000341170	0	0	0	0	0.075	0	0.900	0.321	0.931
CTTN	PTK2	9606.ENSP00000365745	9606.ENSP00000341189	0	0	0	0	0.146	0.298	0.900	0.784	0.985
CTTN	CTNNB1	9606.ENSP00000365745	9606.ENSP00000344456	0	0	0	0	0.062	0.143	0.900	0.710	0.973
CTTN	FYN	9606.ENSP00000365745	9606.ENSP00000346671	0	0	0	0	0.064	0.155	0.900	0.669	0.970
CTTN	KIAA1598	9606.ENSP00000365745	9606.ENSP00000347532	0	0	0	0	0	0	0	0.871	0.872
CTTN	RAC1	9606.ENSP00000365745	9606.ENSP00000348461	0	0	0	0	0.062	0	0.900	0.649	0.964
CTTN	ACTB	9606.ENSP00000365745	9606.ENSP00000349960	0	0	0	0	0.062	0.057	0	0.556	0.573
CTTN	PAK3	9606.ENSP00000365745	9606.ENSP00000353864	0	0	0	0	0.062	0	0.900	0.189	0.917
CTTN	ENAH	9606.ENSP00000365745	9606.ENSP00000355809	0	0	0	0	0.177	0	0	0.474	0.549
CTTN	EZR	9606.ENSP00000365745	9606.ENSP00000356042	0	0	0	0	0.056	0	0	0.911	0.913
CTTN	ABL1	9606.ENSP00000365745	9606.ENSP00000361423	0	0	0	0	0	0.066	0	0.482	0.495
CTTN	SPTAN1	9606.ENSP00000365745	9606.ENSP00000361824	0	0	0	0	0.062	0	0	0.399	0.412
CTTN	SRC	9606.ENSP00000365745	9606.ENSP00000362680	0	0	0	0	0.064	0.518	0.900	0.988	0.999
CTTN	ABI1	9606.ENSP00000365745	9606.ENSP00000365312	0	0	0	0	0.062	0.271	0	0.489	0.620
CTTN	ROCK1	9606.ENSP00000365745	9606.ENSP00000382697	0	0	0	0	0.052	0.066	0	0.388	0.411
CTTN	BDNF	9606.ENSP00000365745	9606.ENSP00000414303	0	0	0	0	0.069	0	0	0.426	0.443
CTTN	SH3KBP1	9606.ENSP00000365745	9606.ENSP00000380921	0	0	0	0	0	0	0	0.450	0.450
CTTN	LYN	9606.ENSP00000365745	9606.ENSP00000428924	0	0	0	0	0.049	0.173	0	0.391	0.479
CTTN	CDK5	9606.ENSP00000365745	9606.ENSP00000419782	0	0	0	0	0.062	0	0	0.586	0.595
CTTN	PTK2B	9606.ENSP00000365745	9606.ENSP00000380638	0	0	0	0	0	0.062	0	0.671	0.679
CTTN	DLG4	9606.ENSP00000365745	9606.ENSP00000382428	0	0	0	0	0	0	0	0.687	0.687
CTTN	WASF1	9606.ENSP00000365745	9606.ENSP00000376368	0	0	0	0	0.062	0	0	0.712	0.718
CTTN	RHOA	9606.ENSP00000365745	9606.ENSP00000400175	0	0	0	0	0.062	0	0	0.806	0.811
CTTN	ARHGAP35	9606.ENSP00000365745	9606.ENSP00000385720	0	0	0	0	0.062	0.270	0	0.748	0.813
CTTN	GRB2	9606.ENSP00000365745	9606.ENSP00000376345	0	0	0	0	0	0.616	0	0.672	0.869
CTTN	LAMA1	9606.ENSP00000365745	9606.ENSP00000374309	0	0	0	0	0	0	0.900	0	0.900
CTTN	LAMA2	9606.ENSP00000365745	9606.ENSP00000400365	0	0	0	0	0	0	0.900	0	0.900
CTTN	LAMB2	9606.ENSP00000365745	9606.ENSP00000388325	0	0	0	0	0.111	0	0.900	0.082	0.911
CTTN	DAG1	9606.ENSP00000365745	9606.ENSP00000442600	0	0	0	0	0.088	0	0.900	0.157	0.916
CTTN	PAK4	9606.ENSP00000365745	9606.ENSP00000469413	0	0	0	0	0.049	0	0.900	0.353	0.933
CTTN	ITGB1	9606.ENSP00000365745	9606.ENSP00000379350	0	0	0	0	0.086	0	0.900	0.404	0.940
CTTN	AGRN	9606.ENSP00000365745	9606.ENSP00000368678	0	0	0	0	0.087	0	0.900	0.491	0.949
CTTN	SHANK2	9606.ENSP00000365745	9606.ENSP00000469689	0	0	0	0	0.063	0.281	0	0.962	0.972
CTTN	CDC42	9606.ENSP00000365745	9606.ENSP00000383118	0	0	0	0	0.062	0	0.900	0.891	0.988
CTTN	DNM2	9606.ENSP00000365745	9606.ENSP00000373905	0	0	0	0	0	0.757	0	0.991	0.997
CUL4B	THOC2	9606.ENSP00000384109	9606.ENSP00000245838	0	0	0	0	0.381	0	0	0.129	0.438
CUL4B	UCHL1	9606.ENSP00000384109	9606.ENSP00000284440	0	0	0	0	0.128	0	0	0.565	0.604
CUL4B	LRRK2	9606.ENSP00000384109	9606.ENSP00000298910	0	0	0	0	0.083	0.374	0	0.080	0.426
CUL4B	UBB	9606.ENSP00000384109	9606.ENSP00000304697	0	0	0	0	0.062	0.223	0.600	0.136	0.714
CUL4B	USP9X	9606.ENSP00000384109	9606.ENSP00000316357	0	0	0	0	0.339	0	0	0.186	0.439
CUL4B	CTNNB1	9606.ENSP00000384109	9606.ENSP00000344456	0	0	0	0	0.062	0.246	0	0.328	0.483
CUL4B	ERCC6	9606.ENSP00000384109	9606.ENSP00000348089	0	0	0	0	0.085	0.292	0	0.289	0.499
CUL4B	ACTB	9606.ENSP00000384109	9606.ENSP00000349960	0	0	0	0	0.063	0	0.900	0.217	0.920
CUL4B	WDR5	9606.ENSP00000384109	9606.ENSP00000351446	0	0	0	0	0.076	0.427	0.600	0.571	0.897
CUL4B	PTEN	9606.ENSP00000384109	9606.ENSP00000361021	0	0	0	0	0.079	0.307	0	0.197	0.443
CUL4B	HDAC2	9606.ENSP00000384109	9606.ENSP00000430432	0	0	0	0	0.107	0.316	0	0.127	0.421
CX3CL1	ACTB	9606.ENSP00000006053	9606.ENSP00000349960	0	0	0	0	0	0	0	0.405	0.405
CX3CL1	LEP	9606.ENSP00000006053	9606.ENSP00000312652	0	0	0	0	0	0	0	0.414	0.414
CX3CL1	ITGA4	9606.ENSP00000006053	9606.ENSP00000380227	0	0	0	0	0	0.270	0	0.234	0.416
CX3CL1	CNTF	9606.ENSP00000006053	9606.ENSP00000355370	0	0	0	0	0	0	0	0.416	0.416
CX3CL1	MAP1B	9606.ENSP00000006053	9606.ENSP00000296755	0	0	0	0	0.076	0	0	0.405	0.427
CX3CL1	APP	9606.ENSP00000006053	9606.ENSP00000284981	0	0	0	0	0.090	0	0	0.398	0.429
CX3CL1	ITGB1	9606.ENSP00000006053	9606.ENSP00000379350	0	0	0	0	0	0.297	0	0.224	0.431
CX3CL1	APOE	9606.ENSP00000006053	9606.ENSP00000252486	0	0	0	0	0.088	0	0	0.450	0.476
CX3CL1	JUN	9606.ENSP00000006053	9606.ENSP00000360266	0	0	0	0	0	0.270	0	0.315	0.478
CX3CL1	NGF	9606.ENSP00000006053	9606.ENSP00000358525	0	0	0	0	0	0	0	0.490	0.490
CX3CL1	CSF1R	9606.ENSP00000006053	9606.ENSP00000286301	0	0	0	0	0.062	0	0	0.513	0.523
CX3CL1	BDNF	9606.ENSP00000006053	9606.ENSP00000414303	0	0	0	0	0.062	0	0	0.623	0.632
CX3CL1	VEGFA	9606.ENSP00000006053	9606.ENSP00000478570	0	0	0	0	0	0	0	0.691	0.691
CX3CL1	CXCL12	9606.ENSP00000006053	9606.ENSP00000379140	0	0	0	0	0	0	0	0.696	0.696
CX3CL1	IL6	9606.ENSP00000006053	9606.ENSP00000385675	0	0	0	0	0	0	0	0.718	0.718
CX3CL1	CXCR4	9606.ENSP00000006053	9606.ENSP00000386884	0	0	0	0	0.062	0	0.600	0.838	0.934
CXCL12	SEMA3F	9606.ENSP00000379140	9606.ENSP00000002829	0	0	0	0	0.076	0	0	0.413	0.434
CXCL12	CX3CL1	9606.ENSP00000379140	9606.ENSP00000006053	0	0	0	0	0	0	0	0.696	0.696
CXCL12	MAPK1	9606.ENSP00000379140	9606.ENSP00000215832	0	0	0	0	0	0	0.900	0.266	0.923
CXCL12	SEMA3G	9606.ENSP00000379140	9606.ENSP00000231721	0	0	0	0	0.069	0	0	0.391	0.408
CXCL12	PLCG1	9606.ENSP00000379140	9606.ENSP00000244007	0	0	0	0	0	0	0.900	0.181	0.914
CXCL12	GNGT1	9606.ENSP00000379140	9606.ENSP00000248572	0	0	0	0	0	0	0.900	0.073	0.903
CXCL12	LIF	9606.ENSP00000379140	9606.ENSP00000249075	0	0	0	0	0	0	0	0.470	0.470
CXCL12	APOE	9606.ENSP00000379140	9606.ENSP00000252486	0	0	0	0	0.099	0	0	0.394	0.430
CXCL12	CDH1	9606.ENSP00000379140	9606.ENSP00000261769	0	0	0	0	0	0	0	0.561	0.561
CXCL12	SLC9A3R1	9606.ENSP00000379140	9606.ENSP00000262613	0	0	0	0	0	0	0.900	0.096	0.905
CXCL12	MAPK3	9606.ENSP00000379140	9606.ENSP00000263025	0	0	0	0	0	0	0.900	0.595	0.957
CXCL12	PIK3CA	9606.ENSP00000379140	9606.ENSP00000263967	0	0	0	0	0	0	0.900	0.288	0.925
CXCL12	WNT5A	9606.ENSP00000379140	9606.ENSP00000264634	0	0	0	0	0.088	0	0	0.459	0.485
CXCL12	RAB10	9606.ENSP00000379140	9606.ENSP00000264710	0	0	0	0	0	0	0	0.405	0.405
CXCL12	SEMA3A	9606.ENSP00000379140	9606.ENSP00000265362	0	0	0	0	0	0	0	0.469	0.469
CXCL12	NRP1	9606.ENSP00000379140	9606.ENSP00000265371	0	0	0	0	0.062	0	0	0.391	0.404
CXCL12	CDH11	9606.ENSP00000379140	9606.ENSP00000268603	0	0	0	0	0.181	0	0	0.336	0.432
CXCL12	ERBB2	9606.ENSP00000379140	9606.ENSP00000269571	0	0	0	0	0.060	0	0	0.518	0.527
CXCL12	EGFR	9606.ENSP00000379140	9606.ENSP00000275493	0	0	0	0	0.069	0	0	0.561	0.573
CXCL12	NOTCH1	9606.ENSP00000379140	9606.ENSP00000277541	0	0	0	0	0	0	0	0.603	0.603
CXCL12	GJA1	9606.ENSP00000379140	9606.ENSP00000282561	0	0	0	0	0.141	0	0	0.457	0.513
CXCL12	THY1	9606.ENSP00000379140	9606.ENSP00000284240	0	0	0	0	0.213	0	0	0.606	0.676
CXCL12	CSF1R	9606.ENSP00000379140	9606.ENSP00000286301	0	0	0	0	0.088	0	0	0.547	0.569
CXCL12	PIK3CB	9606.ENSP00000379140	9606.ENSP00000289153	0	0	0	0	0	0	0.900	0.266	0.923
CXCL12	SHH	9606.ENSP00000379140	9606.ENSP00000297261	0	0	0	0	0	0	0	0.517	0.517
CXCL12	SEMA3E	9606.ENSP00000379140	9606.ENSP00000303212	0	0	0	0	0	0	0	0.401	0.400
CXCL12	ALCAM	9606.ENSP00000379140	9606.ENSP00000305988	0	0	0	0	0	0	0	0.459	0.459
CXCL12	CASP3	9606.ENSP00000379140	9606.ENSP00000311032	0	0	0	0	0	0	0	0.503	0.503
CXCL12	LEP	9606.ENSP00000379140	9606.ENSP00000312652	0	0	0	0	0	0	0	0.422	0.422
CXCL12	SLIT3	9606.ENSP00000379140	9606.ENSP00000332164	0	0	0	0	0.098	0	0	0.459	0.491
CXCL12	PTPN11	9606.ENSP00000379140	9606.ENSP00000340944	0	0	0	0	0	0	0.900	0.261	0.922
CXCL12	PTN	9606.ENSP00000379140	9606.ENSP00000341170	0	0	0	0	0.088	0	0	0.529	0.552
CXCL12	PTK2	9606.ENSP00000379140	9606.ENSP00000341189	0	0	0	0	0	0	0.900	0.456	0.943
CXCL12	CTNNB1	9606.ENSP00000379140	9606.ENSP00000344456	0	0	0	0	0	0	0	0.600	0.600
CXCL12	HMGB1	9606.ENSP00000379140	9606.ENSP00000345347	0	0	0	0	0	0.270	0	0.989	0.991
CXCL12	RAC1	9606.ENSP00000379140	9606.ENSP00000348461	0	0	0	0	0	0	0.900	0.275	0.924
CXCL12	ACTB	9606.ENSP00000379140	9606.ENSP00000349960	0	0	0	0	0	0	0	0.595	0.595
CXCL12	TGFB2	9606.ENSP00000379140	9606.ENSP00000355896	0	0	0	0	0	0	0	0.470	0.470
CXCL12	EZR	9606.ENSP00000379140	9606.ENSP00000356042	0	0	0	0	0	0	0.900	0.323	0.929
CXCL12	NGF	9606.ENSP00000379140	9606.ENSP00000358525	0	0	0	0	0.096	0	0	0.521	0.548
CXCL12	JUN	9606.ENSP00000379140	9606.ENSP00000360266	0	0	0	0	0	0	0	0.459	0.459
CXCL12	PTEN	9606.ENSP00000379140	9606.ENSP00000361021	0	0	0	0	0	0	0	0.504	0.504
CXCL12	SDC4	9606.ENSP00000379140	9606.ENSP00000361818	0	0	0	0	0.060	0	0.900	0.823	0.981
CXCL12	SRC	9606.ENSP00000379140	9606.ENSP00000362680	0	0	0	0	0	0	0.900	0.559	0.954
CXCL12	AGER	9606.ENSP00000379140	9606.ENSP00000364210	0	0	0	0	0	0	0	0.550	0.550
CXCL12	POSTN	9606.ENSP00000379140	9606.ENSP00000369071	0	0	0	0	0.214	0	0	0.507	0.595
CXCL12	JAK2	9606.ENSP00000379140	9606.ENSP00000371067	0	0	0	0	0	0	0.900	0.458	0.943
CXCL12	SEMA5A	9606.ENSP00000379140	9606.ENSP00000371936	0	0	0	0	0.078	0	0	0.390	0.413
CXCL12	SEMA4D	9606.ENSP00000379140	9606.ENSP00000416523	0	0	0	0	0	0	0	0.406	0.406
CXCL12	NTRK1	9606.ENSP00000379140	9606.ENSP00000431418	0	0	0	0	0	0	0	0.406	0.406
CXCL12	NCAM1	9606.ENSP00000379140	9606.ENSP00000480132	0	0	0	0	0	0	0	0.450	0.450
CXCL12	BMP7	9606.ENSP00000379140	9606.ENSP00000379204	0	0	0	0	0	0	0	0.454	0.454
CXCL12	GDNF	9606.ENSP00000379140	9606.ENSP00000409007	0	0	0	0	0.062	0	0	0.507	0.517
CXCL12	RHOA	9606.ENSP00000379140	9606.ENSP00000400175	0	0	0	0	0	0	0	0.518	0.518
CXCL12	LYN	9606.ENSP00000379140	9606.ENSP00000428924	0	0	0	0	0	0	0	0.519	0.519
CXCL12	ITGA4	9606.ENSP00000379140	9606.ENSP00000380227	0	0	0	0	0	0	0	0.525	0.525
CXCL12	BDNF	9606.ENSP00000379140	9606.ENSP00000414303	0	0	0	0	0	0	0	0.558	0.558
CXCL12	ITGB1	9606.ENSP00000379140	9606.ENSP00000379350	0	0	0	0	0	0	0	0.562	0.562
CXCL12	ROBO1	9606.ENSP00000379140	9606.ENSP00000420321	0	0	0	0	0.065	0	0.600	0.285	0.709
CXCL12	IL6	9606.ENSP00000379140	9606.ENSP00000385675	0	0	0	0	0	0	0	0.762	0.762
CXCL12	SLIT2	9606.ENSP00000379140	9606.ENSP00000422591	0	0	0	0	0.120	0	0.600	0.396	0.768
CXCL12	VEGFA	9606.ENSP00000379140	9606.ENSP00000478570	0	0	0	0	0.062	0	0	0.846	0.849
CXCL12	PIK3R1	9606.ENSP00000379140	9606.ENSP00000428056	0	0	0	0	0	0	0.900	0.181	0.914
CXCL12	CDC42	9606.ENSP00000379140	9606.ENSP00000383118	0	0	0	0	0	0	0.900	0.502	0.948
CXCL12	CXCR4	9606.ENSP00000379140	9606.ENSP00000386884	0	0	0	0	0	0.848	0.900	0.990	0.999
CXCR4	SEMA3F	9606.ENSP00000386884	9606.ENSP00000002829	0	0	0	0	0	0	0	0.479	0.479
CXCR4	CX3CL1	9606.ENSP00000386884	9606.ENSP00000006053	0	0	0	0	0.062	0	0.600	0.838	0.934
CXCR4	NGFR	9606.ENSP00000386884	9606.ENSP00000172229	0	0	0	0	0	0	0	0.401	0.401
CXCR4	PLCG1	9606.ENSP00000386884	9606.ENSP00000244007	0	0	0	0	0.049	0.070	0.900	0.218	0.921
CXCR4	GNGT1	9606.ENSP00000386884	9606.ENSP00000248572	0	0	0	0	0	0	0.900	0.082	0.904
CXCR4	RAC2	9606.ENSP00000386884	9606.ENSP00000249071	0	0	0	0	0.108	0.056	0	0.400	0.451
CXCR4	LIF	9606.ENSP00000386884	9606.ENSP00000249075	0	0	0	0	0	0	0	0.412	0.412
CXCR4	CDH1	9606.ENSP00000386884	9606.ENSP00000261769	0	0	0	0	0	0.057	0	0.685	0.691
CXCR4	MAPK3	9606.ENSP00000386884	9606.ENSP00000263025	0	0	0	0	0	0	0	0.605	0.605
CXCR4	PIK3CA	9606.ENSP00000386884	9606.ENSP00000263967	0	0	0	0	0	0.141	0.900	0.295	0.934
CXCR4	WNT5A	9606.ENSP00000386884	9606.ENSP00000264634	0	0	0	0	0.062	0	0	0.531	0.541
CXCR4	NRP1	9606.ENSP00000386884	9606.ENSP00000265371	0	0	0	0	0	0	0	0.406	0.406
CXCR4	ERBB2	9606.ENSP00000386884	9606.ENSP00000269571	0	0	0	0	0	0.061	0	0.565	0.574
CXCR4	SOD1	9606.ENSP00000386884	9606.ENSP00000270142	0	0	0	0	0	0	0	0.447	0.447
CXCR4	EGFR	9606.ENSP00000386884	9606.ENSP00000275493	0	0	0	0	0	0.061	0	0.912	0.914
CXCR4	NOTCH1	9606.ENSP00000386884	9606.ENSP00000277541	0	0	0	0	0.069	0	0	0.671	0.681
CXCR4	THY1	9606.ENSP00000386884	9606.ENSP00000284240	0	0	0	0	0	0	0	0.640	0.640
CXCR4	WNT3A	9606.ENSP00000386884	9606.ENSP00000284523	0	0	0	0	0	0	0	0.416	0.416
CXCR4	CSF1R	9606.ENSP00000386884	9606.ENSP00000286301	0	0	0	0	0.065	0	0	0.525	0.537
CXCR4	PIK3CB	9606.ENSP00000386884	9606.ENSP00000289153	0	0	0	0	0.049	0.141	0.900	0.421	0.946
CXCR4	DBN1	9606.ENSP00000386884	9606.ENSP00000292385	0	0	0	0	0	0.486	0	0.939	0.967
CXCR4	TBC1D24	9606.ENSP00000386884	9606.ENSP00000293970	0	0	0	0	0	0	0	0.500	0.500
CXCR4	SHH	9606.ENSP00000386884	9606.ENSP00000297261	0	0	0	0	0.063	0	0	0.794	0.799
CXCR4	ROBO4	9606.ENSP00000386884	9606.ENSP00000304945	0	0	0	0	0	0	0	0.789	0.790
CXCR4	ALCAM	9606.ENSP00000386884	9606.ENSP00000305988	0	0	0	0	0	0	0	0.530	0.530
CXCR4	CASP3	9606.ENSP00000386884	9606.ENSP00000311032	0	0	0	0	0	0.056	0	0.550	0.557
CXCR4	NOG	9606.ENSP00000386884	9606.ENSP00000328181	0	0	0	0	0.062	0	0	0.397	0.410
CXCR4	SLIT3	9606.ENSP00000386884	9606.ENSP00000332164	0	0	0	0	0.062	0	0	0.390	0.403
